duration,poutcome_success_feat,month_dec_oct_sep_mar_feat,pdays_replaced_feat,contact_cellular_telephone_feat,housing_feat,job_student_or_retired_feat,y
0.3767441860465116,0,0,0.0,0,1,0,0
-0.13488372093023257,0,0,0.0,0,1,0,0
-0.48372093023255813,0,0,0.0,0,1,0,0
-0.19069767441860466,0,0,0.0,0,1,0,0
0.17209302325581396,0,0,0.0,0,1,0,0
0.9302325581395349,0,0,0.0,0,1,0,0
-0.6046511627906976,0,0,0.0,0,1,1,0
-0.5813953488372093,0,0,0.0,0,1,0,0
0.19534883720930232,0,0,0.0,0,1,0,0
-0.2,0,0,0.0,0,1,0,0
1.5674418604651164,0,0,0.0,0,1,0,0
-0.027906976744186046,0,0,0.0,0,1,0,0
0.8046511627906977,0,0,0.0,0,1,1,0
-0.6604651162790698,0,0,0.0,0,1,0,0
0.1813953488372093,0,0,0.0,0,1,1,0
-0.586046511627907,0,0,0.0,0,1,0,0
0.3813953488372093,0,0,0.0,0,1,0,0
-0.07441860465116279,0,0,0.0,0,1,0,0
-0.09302325581395349,0,0,0.0,0,1,0,0
0.7534883720930232,0,0,0.0,0,1,0,0
0.004651162790697674,0,0,0.0,0,1,1,0
-0.037209302325581395,0,0,0.0,0,1,0,0
0.5395348837209303,0,0,0.0,0,1,0,0
-0.24651162790697675,0,0,0.0,0,1,0,0
0.3488372093023256,0,0,0.0,0,1,0,0
0.7813953488372093,0,0,0.0,0,1,0,0
0.20930232558139536,0,0,0.0,0,0,0,0
0.23255813953488372,0,0,0.0,0,1,0,0
0.13023255813953488,0,0,0.0,0,1,0,0
0.21395348837209302,0,0,0.0,0,1,0,0
0.7255813953488373,0,0,0.0,0,1,0,0
0.28837209302325584,0,0,0.0,0,1,0,0
0.8604651162790697,0,0,0.0,0,1,0,0
6.911627906976745,0,0,0.0,0,0,0,0
1.8465116279069766,0,0,0.0,0,1,0,0
-0.2,0,0,0.0,0,1,0,0
-0.09302325581395349,0,0,0.0,0,1,0,0
0.0,0,0,0.0,0,1,0,0
6.102325581395349,0,0,0.0,0,1,1,0
0.28837209302325584,0,0,0.0,0,1,0,0
0.813953488372093,0,0,0.0,0,1,0,0
0.20930232558139536,0,0,0.0,0,1,0,0
-0.09302325581395349,0,0,0.0,0,0,0,0
0.8511627906976744,0,0,0.0,0,1,0,0
0.4,0,0,0.0,0,1,0,0
0.3395348837209302,0,0,0.0,0,1,0,0
-0.004651162790697674,0,0,0.0,0,1,0,0
2.8232558139534882,0,0,0.0,0,1,0,0
-0.16279069767441862,0,0,0.0,0,1,0,0
-0.027906976744186046,0,0,0.0,0,0,0,0
-0.35348837209302325,0,0,0.0,0,1,0,0
7.432558139534883,0,0,0.0,0,1,0,0
-0.19534883720930232,0,0,0.0,0,1,0,0
2.9395348837209303,0,0,0.0,0,1,0,0
-0.07441860465116279,0,0,0.0,0,1,0,0
0.9813953488372092,0,0,0.0,0,1,0,0
-0.413953488372093,0,0,0.0,0,1,0,0
1.6186046511627907,0,0,0.0,0,0,1,0
0.4325581395348837,0,0,0.0,0,1,0,0
-0.10232558139534884,0,0,0.0,0,1,0,0
-0.013953488372093023,0,0,0.0,0,1,0,0
0.3627906976744186,0,0,0.0,0,1,0,0
-0.037209302325581395,0,0,0.0,0,1,0,0
-0.12093023255813953,0,0,0.0,0,1,0,0
0.5162790697674419,0,0,0.0,0,1,0,0
0.004651162790697674,0,0,0.0,0,1,0,0
-0.018604651162790697,0,0,0.0,0,1,0,0
0.14418604651162792,0,0,0.0,0,0,0,0
0.786046511627907,0,0,0.0,0,0,0,0
0.42790697674418604,0,0,0.0,0,1,0,0
0.13023255813953488,0,0,0.0,0,1,0,0
0.06046511627906977,0,0,0.0,0,1,0,0
0.14883720930232558,0,0,0.0,0,0,0,0
-0.7441860465116279,0,0,0.0,0,1,0,0
4.0093023255813955,0,0,0.0,0,1,0,1
0.30697674418604654,0,0,0.0,0,1,0,0
1.6232558139534883,0,0,0.0,0,1,0,0
5.986046511627907,0,0,0.0,0,0,0,1
5.623255813953488,0,0,0.0,0,1,0,1
0.037209302325581395,0,0,0.0,0,1,0,0
0.0,0,0,0.0,0,1,1,0
-0.6139534883720931,0,0,0.0,0,0,0,0
0.15348837209302327,0,0,0.0,0,1,0,0
1.8744186046511628,0,0,0.0,0,1,0,0
-0.03255813953488372,0,0,0.0,0,0,0,0
1.1441860465116278,0,0,0.0,0,1,0,0
0.49767441860465117,0,0,0.0,0,0,0,0
-0.3674418604651163,0,0,0.0,0,1,1,0
0.10697674418604651,0,0,0.0,0,1,0,0
0.07906976744186046,0,0,0.0,0,1,0,0
0.3581395348837209,0,0,0.0,0,1,0,0
-0.26046511627906976,0,0,0.0,0,0,0,0
0.22790697674418606,0,0,0.0,0,1,0,0
-0.5813953488372093,0,0,0.0,0,1,0,0
1.0232558139534884,0,0,0.0,0,1,0,0
0.07906976744186046,0,0,0.0,0,1,0,0
0.046511627906976744,0,0,0.0,0,1,0,0
-0.7395348837209302,0,0,0.0,0,0,0,0
1.5534883720930233,0,0,0.0,0,1,1,0
3.1116279069767443,0,0,0.0,0,1,0,0
0.06511627906976744,0,0,0.0,0,1,0,0
-0.16744186046511628,0,0,0.0,0,0,0,0
0.14883720930232558,0,0,0.0,0,1,0,0
0.4930232558139535,0,0,0.0,0,1,0,0
-0.3395348837209302,0,0,0.0,0,1,1,0
0.3116279069767442,0,0,0.0,0,1,0,0
1.572093023255814,0,0,0.0,0,1,0,0
0.8558139534883721,0,0,0.0,0,1,0,0
-0.009302325581395349,0,0,0.0,0,0,0,0
-0.3813953488372093,0,0,0.0,0,0,0,0
-0.4697674418604651,0,0,0.0,0,1,0,0
-0.24651162790697675,0,0,0.0,0,1,0,0
-0.023255813953488372,0,0,0.0,0,0,0,0
0.3813953488372093,0,0,0.0,0,1,0,0
-0.5534883720930233,0,0,0.0,0,1,0,0
-0.4744186046511628,0,0,0.0,0,1,0,0
-0.17209302325581396,0,0,0.0,0,1,0,0
1.8558139534883722,0,0,0.0,0,1,0,1
0.7674418604651163,0,0,0.0,0,1,0,0
0.023255813953488372,0,0,0.0,0,1,0,0
-0.37209302325581395,0,0,0.0,0,1,0,0
-0.2558139534883721,0,0,0.0,0,1,0,0
0.06046511627906977,0,0,0.0,0,1,0,0
-0.20465116279069767,0,0,0.0,0,1,0,0
1.6186046511627907,0,0,0.0,0,1,0,0
1.6790697674418604,0,0,0.0,0,1,0,0
-0.07906976744186046,0,0,0.0,0,1,0,0
0.5627906976744186,0,0,0.0,0,1,0,0
-0.6232558139534884,0,0,0.0,0,0,0,0
0.11162790697674418,0,0,0.0,0,1,0,0
-0.3813953488372093,0,0,0.0,0,1,0,0
-0.5069767441860465,0,0,0.0,0,1,0,0
-0.10697674418604651,0,0,0.0,0,1,0,0
0.2930232558139535,0,0,0.0,0,1,0,0
0.027906976744186046,0,0,0.0,0,1,0,0
1.8558139534883722,0,0,0.0,0,1,0,0
2.0,0,0,0.0,0,1,1,0
8.61860465116279,0,0,0.0,0,1,0,0
-0.4418604651162791,0,0,0.0,0,1,0,0
-0.30697674418604654,0,0,0.0,0,0,0,0
-0.30697674418604654,0,0,0.0,0,1,0,0
0.26976744186046514,0,0,0.0,0,1,1,0
-0.4046511627906977,0,0,0.0,0,1,0,0
-0.24186046511627907,0,0,0.0,0,1,0,0
0.004651162790697674,0,0,0.0,0,1,0,0
0.5720930232558139,0,0,0.0,0,1,0,0
1.758139534883721,0,0,0.0,0,1,0,0
0.4186046511627907,0,0,0.0,0,1,0,0
0.22325581395348837,0,0,0.0,0,1,0,0
-0.3767441860465116,0,0,0.0,0,1,0,0
0.27906976744186046,0,0,0.0,0,1,0,0
2.2930232558139534,0,0,0.0,0,0,0,1
0.24651162790697675,0,0,0.0,0,0,0,0
4.074418604651163,0,0,0.0,0,1,0,0
0.32558139534883723,0,0,0.0,0,1,0,0
-0.19534883720930232,0,0,0.0,0,0,1,0
-0.23255813953488372,0,0,0.0,0,1,0,0
1.0790697674418606,0,0,0.0,0,1,0,0
-0.004651162790697674,0,0,0.0,0,1,0,0
-0.7488372093023256,0,0,0.0,0,1,0,0
1.2930232558139534,0,0,0.0,0,1,0,0
2.4976744186046513,0,0,0.0,0,1,0,0
0.6186046511627907,0,0,0.0,0,1,0,0
2.33953488372093,0,0,0.0,0,1,0,0
4.1720930232558135,0,0,0.0,0,1,0,0
1.0976744186046512,0,0,0.0,0,1,0,0
-0.15813953488372093,0,0,0.0,0,1,0,0
-0.06046511627906977,0,0,0.0,0,1,1,0
-0.18604651162790697,0,0,0.0,0,0,0,0
0.772093023255814,0,0,0.0,0,1,0,0
1.7767441860465116,0,0,0.0,0,1,0,0
-0.037209302325581395,0,0,0.0,0,1,1,0
0.17209302325581396,0,0,0.0,0,1,0,0
-0.17674418604651163,0,0,0.0,0,1,0,0
-0.5255813953488372,0,0,0.0,0,1,0,0
0.5162790697674419,0,0,0.0,0,1,0,0
0.6,0,0,0.0,0,1,0,0
0.31627906976744186,0,0,0.0,0,1,0,0
-0.3813953488372093,0,0,0.0,0,0,0,0
0.35348837209302325,0,0,0.0,0,1,0,0
-0.4558139534883721,0,0,0.0,0,1,0,0
1.8465116279069766,0,0,0.0,0,1,0,0
0.4930232558139535,0,0,0.0,0,1,0,0
1.3813953488372093,0,0,0.0,0,1,0,0
1.3534883720930233,0,0,0.0,0,1,0,0
0.9348837209302325,0,0,0.0,0,1,0,0
-0.641860465116279,0,0,0.0,0,1,0,0
0.3302325581395349,0,0,0.0,0,1,0,0
0.16279069767441862,0,0,0.0,0,1,1,0
0.49767441860465117,0,0,0.0,0,1,0,0
0.16744186046511628,0,0,0.0,0,1,1,0
0.8651162790697674,0,0,0.0,0,0,0,0
0.13953488372093023,0,0,0.0,0,1,0,0
0.5023255813953489,0,0,0.0,0,1,0,0
-0.05581395348837209,0,0,0.0,0,1,0,0
-0.013953488372093023,0,0,0.0,0,0,0,0
-0.24651162790697675,0,0,0.0,0,1,0,0
0.8232558139534883,0,0,0.0,0,1,0,0
-0.023255813953488372,0,0,0.0,0,1,0,0
0.5581395348837209,0,0,0.0,0,1,0,0
-0.20465116279069767,0,0,0.0,0,0,1,0
-0.2558139534883721,0,0,0.0,0,1,0,0
-0.7116279069767442,0,0,0.0,0,1,0,0
-0.26046511627906976,0,0,0.0,0,1,0,0
-0.7534883720930232,0,0,0.0,0,1,0,0
2.558139534883721,0,0,0.0,0,1,0,0
2.6325581395348836,0,0,0.0,0,1,0,0
0.3116279069767442,0,0,0.0,0,1,0,0
-0.6511627906976745,0,0,0.0,0,1,0,0
0.004651162790697674,0,0,0.0,0,1,0,0
-0.4697674418604651,0,0,0.0,0,1,0,0
0.12093023255813953,0,0,0.0,0,1,0,0
0.9720930232558139,0,0,0.0,0,1,0,0
-0.24651162790697675,0,0,0.0,0,1,0,0
-0.13488372093023257,0,0,0.0,0,0,0,0
-0.2930232558139535,0,0,0.0,0,1,0,0
0.24186046511627907,0,0,0.0,0,1,0,0
